timestamp,entity_id,volume,frequency
2026-09-04T15:12:40.166025,sensor/Current frequency,0.0,414.6571
2026-09-04T15:12:40.218654,sensor/Current frequency,0.0,176.0784
2026-09-04T15:12:40.286006,sensor/Current frequency,0.0,98.22121
2026-09-04T15:12:40.325926,sensor/Current frequency,0.0,73.62315
2026-09-04T15:12:40.381905,sensor/Current frequency,0.0,308.9491
2026-09-04T15:12:40.465345,sensor/Current frequency,0.0,339.2672
2026-09-04T15:12:40.492786,sensor/Current frequency,0.0,433.9918
2026-09-04T15:12:40.536595,sensor/Current frequency,0.0,70.97139
2026-09-04T15:12:40.593729,sensor/Current frequency,0.0,161.1261
2026-09-04T15:12:40.655918,sensor/Current frequency,0.0,331.4161
2026-09-04T15:12:40.699730,sensor/Current frequency,0.0,328.004
2026-09-04T15:12:40.762770,sensor/Current frequency,0.0,315.6888
2026-09-04T15:12:40.806296,sensor/Current frequency,0.0,520.2114
2026-09-04T15:12:40.865652,sensor/Current frequency,0.0,240.7099
2026-09-04T15:12:40.913009,sensor/Current frequency,0.0,468.3475
2026-09-04T15:12:40.967490,sensor/Current frequency,0.0,921.6487
2026-09-04T15:12:41.027302,sensor/Current frequency,0.0,266.8906
2026-09-04T15:12:41.075041,sensor/Current frequency,0.0,391.6887
2026-09-04T15:12:41.133343,sensor/Current frequency,0.0,3106.595
2026-09-04T15:12:41.175905,sensor/Current frequency,0.0,501.2322
2026-09-04T15:12:41.236650,sensor/Current frequency,0.0,486.4904
2026-09-04T15:12:41.283615,sensor/Current frequency,0.0,800.5535
2026-09-04T15:12:41.340018,sensor/Current frequency,0.0,460.6129
2026-09-04T15:12:41.389482,sensor/Current frequency,0.0,997.983
2026-09-04T15:12:41.443140,sensor/Current frequency,0.0,249.7792
2026-09-04T15:12:41.492813,sensor/Current frequency,0.0,302.4286
2026-09-04T15:12:41.548021,sensor/Current frequency,0.0,331.0243
2026-09-04T15:12:41.612070,sensor/Current frequency,0.0,211.7222
2026-09-04T15:12:41.651966,sensor/Current frequency,0.0,646.4164
2026-09-04T15:12:41.710221,sensor/Current frequency,0.0,226.2526
2026-09-04T15:12:41.763607,sensor/Current frequency,0.0,566.6341
2026-09-04T15:12:41.820523,sensor/Current frequency,0.0,242.6095
2026-09-04T15:12:41.866717,sensor/Current frequency,0.0,500.1574
2026-09-04T15:12:41.922097,sensor/Current frequency,0.0,345.4554
2026-09-04T15:12:41.972340,sensor/Current frequency,0.0,693.773
2026-09-04T15:12:42.024391,sensor/Current frequency,0.0,116.2843
2026-09-04T15:12:42.088049,sensor/Current frequency,0.0,336.1219
2026-09-04T15:12:42.135006,sensor/Current frequency,0.0,612.3033
2026-09-04T15:12:42.196110,sensor/Current frequency,0.0,74.97566
2026-09-04T15:12:42.243102,sensor/Current frequency,0.0,328.1512
2026-09-04T15:12:42.301287,sensor/Current frequency,0.0,565.2912
2026-09-04T15:12:42.356669,sensor/Current frequency,0.0,141.6063
2026-09-04T15:12:42.401811,sensor/Current frequency,0.0,101.811
2026-09-04T15:12:42.459258,sensor/Current frequency,0.0,200.8804
2026-09-04T15:12:42.504907,sensor/Current frequency,0.008558,1560.58
2026-09-04T15:12:42.562758,sensor/Current frequency,0.011158,1509.677
2026-09-04T15:12:42.609007,sensor/Current frequency,0.012762,1043.053
2026-09-04T15:12:42.669492,sensor/Current frequency,0.013624,291.0808
2026-09-04T15:12:42.714917,sensor/Current frequency,0.013951,136.716
2026-09-04T15:12:42.769183,sensor/Current frequency,0.0,151.4616
2026-09-04T15:12:42.821335,sensor/Current frequency,0.0,693.2209
2026-09-04T15:12:42.874218,sensor/Current frequency,0.0,392.2591
2026-09-04T15:12:42.926559,sensor/Current frequency,0.0,415.4869
2026-09-04T15:12:42.979293,sensor/Current frequency,0.0,698.2164
2026-09-04T15:12:43.042370,sensor/Current frequency,0.0,907.1194
2026-09-04T15:12:43.083967,sensor/Current frequency,0.0,124.6665
2026-09-04T15:12:43.144652,sensor/Current frequency,0.0,54.90632
2026-09-04T15:12:43.192411,sensor/Current frequency,0.0,1379.483
2026-09-04T15:12:43.247496,sensor/Current frequency,0.0,59.97623
2026-09-04T15:12:43.299863,sensor/Current frequency,0.0,505.6932
2026-09-04T15:12:43.354603,sensor/Current frequency,0.0,62.78943
2026-09-04T15:12:43.404792,sensor/Current frequency,0.0,59.63642
